Pendapatan_Bulanan,Rasio_Utang_Pendapatan,Skor_SLIK_OJK,Jumlah_Pinjaman_Aktif,Jenis_Kelamin,Suku,Jenis_Pekerjaan,Kode_Pos,Keputusan
7210412,24.64,1 - Lancar,0,Laki-laki,Batak,Wiraswasta,10110,Disetujui
2705339,19.92,2 - DPK,1,Laki-laki,Lainnya,Tidak Bekerja,60241,Disetujui
10000667,43.05,1 - Lancar,0,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
18074373,50.59,3 - Kurang Lancar,5,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
10341635,27.56,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
9815397,21.8,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
13221882,10.0,1 - Lancar,2,Laki-laki,Tionghoa,PNS,10110,Disetujui
3544594,43.93,1 - Lancar,1,Laki-laki,Sunda,Tidak Bekerja,60241,Disetujui
5652158,54.12,1 - Lancar,3,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
12322236,10.0,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
9574923,56.68,1 - Lancar,0,Perempuan,Batak,Wiraswasta,12190,Ditolak
7480989,10.0,1 - Lancar,2,Perempuan,Tionghoa,Wiraswasta,14450,Ditolak
5106156,60.0,1 - Lancar,4,Laki-laki,Sunda,PNS,60241,Ditolak
6617652,59.02,1 - Lancar,0,Laki-laki,Jawa,Tidak Bekerja,10110,Disetujui
19287082,60.0,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
5011725,15.27,2 - DPK,1,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
18734677,18.73,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
4227636,17.76,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,10110,Disetujui
4743524,29.99,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
7360912,46.24,2 - DPK,0,Laki-laki,Jawa,Pengemudi Online,10110,Disetujui
10336080,28.25,1 - Lancar,1,Perempuan,Tionghoa,Wiraswasta,14450,Ditolak
13300570,45.12,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
12876734,40.29,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,60241,Disetujui
15309696,51.3,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
2779312,45.84,4 - Diragukan,3,Perempuan,Batak,Karyawan Swasta,10110,Ditolak
17074323,23.65,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
11309376,54.33,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
9398800,11.93,1 - Lancar,2,Laki-laki,Tionghoa,Karyawan Swasta,14450,Disetujui
3693745,11.21,1 - Lancar,0,Perempuan,Sunda,Wiraswasta,50132,Disetujui
6840774,30.87,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
5472013,23.02,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
9696696,28.62,1 - Lancar,0,Perempuan,Jawa,Pengemudi Online,50132,Disetujui
8608702,60.0,1 - Lancar,1,Laki-laki,Lainnya,Wiraswasta,50132,Disetujui
4964030,27.62,1 - Lancar,4,Laki-laki,Jawa,PNS,60241,Disetujui
18373034,24.97,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
6197567,37.11,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
9770749,10.0,1 - Lancar,0,Perempuan,Sunda,Wiraswasta,60241,Disetujui
20410917,27.11,3 - Kurang Lancar,6,Perempuan,Jawa,PNS,10110,Disetujui
4387586,10.0,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
15964090,25.55,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
6876246,37.37,1 - Lancar,2,Perempuan,Lainnya,Karyawan Swasta,12190,Disetujui
7969788,39.16,2 - DPK,2,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
6840026,16.45,2 - DPK,1,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
7366079,17.06,2 - DPK,2,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
14453799,33.88,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,10110,Disetujui
8921649,28.47,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
4829557,37.75,1 - Lancar,1,Laki-laki,Batak,Pengemudi Online,12190,Disetujui
8323962,31.34,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
5860124,22.28,1 - Lancar,2,Perempuan,Lainnya,Karyawan Swasta,50132,Disetujui
2936727,60.0,5 - Macet,0,Laki-laki,Sunda,Karyawan Swasta,50132,Ditolak
6261775,48.38,1 - Lancar,5,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
7279174,60.0,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,60241,Ditolak
5260403,21.3,1 - Lancar,2,Laki-laki,Jawa,PNS,50132,Disetujui
11295973,23.17,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
7948835,33.92,1 - Lancar,2,Perempuan,Batak,Karyawan Swasta,50132,Disetujui
9292582,24.91,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
8837138,10.0,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
7735731,38.83,1 - Lancar,2,Perempuan,Sunda,Wiraswasta,60241,Disetujui
8810065,26.91,1 - Lancar,2,Laki-laki,Tionghoa,PNS,14450,Ditolak
13275651,10.0,1 - Lancar,5,Laki-laki,Sunda,PNS,60241,Disetujui
3493556,26.64,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
8505691,25.45,2 - DPK,3,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
6122990,41.45,1 - Lancar,2,Perempuan,Batak,Karyawan Swasta,12190,Ditolak
6053278,14.5,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
12975144,10.0,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
6267618,14.02,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
11039054,23.33,1 - Lancar,0,Laki-laki,Jawa,Pengemudi Online,50132,Disetujui
12933626,23.46,1 - Lancar,4,Perempuan,Jawa,Wiraswasta,10110,Disetujui
12123426,33.16,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
4616956,22.72,1 - Lancar,4,Perempuan,Sunda,Karyawan Swasta,60241,Disetujui
2682039,10.0,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
6379131,27.23,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
11502969,10.0,1 - Lancar,4,Perempuan,Jawa,PNS,60241,Disetujui
2290920,30.03,1 - Lancar,2,Perempuan,Jawa,PNS,10110,Disetujui
2879713,38.25,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
6290817,23.69,1 - Lancar,4,Laki-laki,Jawa,PNS,50132,Disetujui
6917698,60.0,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
13137832,59.2,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,10110,Ditolak
16558509,31.02,1 - Lancar,3,Perempuan,Jawa,Wiraswasta,60241,Disetujui
8968984,26.19,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
6049847,27.7,1 - Lancar,0,Perempuan,Batak,Wiraswasta,12190,Disetujui
10847391,15.49,1 - Lancar,0,Perempuan,Jawa,Tidak Bekerja,60241,Disetujui
2805313,35.53,1 - Lancar,0,Laki-laki,Lainnya,Wiraswasta,10110,Disetujui
3164757,37.99,2 - DPK,2,Perempuan,Batak,Wiraswasta,10110,Ditolak
4740323,10.0,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
6632353,28.83,3 - Kurang Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
7748931,16.11,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
5696288,31.04,1 - Lancar,1,Perempuan,Jawa,PNS,60241,Disetujui
8910293,11.66,1 - Lancar,0,Perempuan,Jawa,PNS,12190,Disetujui
8715155,10.0,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,10110,Disetujui
11886549,38.77,2 - DPK,0,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
7152014,16.29,2 - DPK,0,Laki-laki,Jawa,PNS,10110,Disetujui
7088528,27.29,2 - DPK,2,Laki-laki,Sunda,Pengemudi Online,10110,Disetujui
2222471,25.43,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,60241,Disetujui
16458404,60.0,1 - Lancar,3,Laki-laki,Jawa,Tidak Bekerja,12190,Disetujui
13909087,42.39,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
13485884,12.63,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,10110,Disetujui
14849139,25.99,1 - Lancar,3,Laki-laki,Jawa,PNS,60241,Disetujui
13990365,10.0,2 - DPK,0,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
4190702,37.88,2 - DPK,1,Laki-laki,Lainnya,PNS,12190,Disetujui
15099816,46.18,1 - Lancar,3,Perempuan,Sunda,Wiraswasta,50132,Disetujui
9866526,10.0,1 - Lancar,3,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
12016480,42.15,3 - Kurang Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Ditolak
7891979,40.96,1 - Lancar,1,Laki-laki,Jawa,Tidak Bekerja,50132,Disetujui
8377241,23.29,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
8016001,39.74,3 - Kurang Lancar,1,Laki-laki,Sunda,Pengemudi Online,60241,Ditolak
5161507,41.94,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,60241,Ditolak
7213553,13.27,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
9984221,25.64,1 - Lancar,2,Laki-laki,Tionghoa,PNS,50132,Disetujui
10969299,30.32,1 - Lancar,1,Perempuan,Lainnya,Karyawan Swasta,10110,Disetujui
6159410,20.25,1 - Lancar,3,Perempuan,Jawa,Wiraswasta,10110,Disetujui
7321548,26.46,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
10327268,34.76,1 - Lancar,4,Laki-laki,Tionghoa,PNS,12190,Disetujui
7688848,29.6,3 - Kurang Lancar,0,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
5106843,16.23,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
9943049,60.0,1 - Lancar,4,Laki-laki,Sunda,PNS,60241,Disetujui
5613469,37.1,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
7383473,48.14,1 - Lancar,1,Laki-laki,Jawa,PNS,12190,Disetujui
9865712,21.73,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
10750922,35.55,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
21008725,13.96,1 - Lancar,3,Perempuan,Lainnya,Karyawan Swasta,50132,Disetujui
8516379,20.18,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
5949805,10.0,1 - Lancar,1,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
4985108,28.99,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
9890758,60.0,3 - Kurang Lancar,0,Perempuan,Sunda,Karyawan Swasta,10110,Ditolak
18577366,48.6,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
8055936,38.07,2 - DPK,0,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
4004225,50.61,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,12190,Ditolak
8994474,35.03,1 - Lancar,1,Perempuan,Sunda,PNS,10110,Disetujui
7653018,47.29,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,10110,Ditolak
14873494,14.15,2 - DPK,1,Perempuan,Lainnya,Karyawan Swasta,10110,Disetujui
15216664,16.16,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
3781990,54.71,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
10010683,36.33,2 - DPK,1,Perempuan,Tionghoa,Wiraswasta,14450,Ditolak
16991251,45.27,4 - Diragukan,2,Perempuan,Jawa,PNS,12190,Ditolak
4351313,25.62,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
9278141,16.17,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,60241,Disetujui
5650054,48.21,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
31192388,60.0,1 - Lancar,1,Perempuan,Sunda,PNS,60241,Disetujui
5659863,60.0,1 - Lancar,3,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
5035340,25.06,1 - Lancar,0,Perempuan,Jawa,PNS,50132,Disetujui
9151470,26.1,1 - Lancar,4,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
9104256,10.0,5 - Macet,1,Perempuan,Jawa,Wiraswasta,10110,Ditolak
6451957,60.0,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
13112299,35.53,1 - Lancar,0,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
10263789,47.93,1 - Lancar,1,Perempuan,Lainnya,Karyawan Swasta,10110,Disetujui
10834552,23.7,1 - Lancar,1,Perempuan,Jawa,PNS,12190,Disetujui
5944367,29.21,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
4243407,29.56,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
6160699,56.21,3 - Kurang Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Ditolak
7304105,14.6,1 - Lancar,2,Laki-laki,Jawa,PNS,12190,Disetujui
15118530,18.89,1 - Lancar,1,Perempuan,Jawa,Tidak Bekerja,10110,Disetujui
3095886,60.0,3 - Kurang Lancar,1,Laki-laki,Sunda,Tidak Bekerja,50132,Ditolak
9221577,54.22,1 - Lancar,1,Laki-laki,Jawa,PNS,10110,Disetujui
9951929,36.15,4 - Diragukan,0,Laki-laki,Jawa,Tidak Bekerja,60241,Ditolak
8499448,18.02,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
7043837,47.98,2 - DPK,4,Laki-laki,Lainnya,Karyawan Swasta,12190,Disetujui
6214947,10.0,2 - DPK,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
9688287,37.47,1 - Lancar,1,Perempuan,Batak,Karyawan Swasta,60241,Disetujui
17907876,13.38,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
16033720,38.24,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
13631136,36.04,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,60241,Disetujui
11464881,29.48,1 - Lancar,3,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
14047920,51.54,2 - DPK,4,Perempuan,Batak,Karyawan Swasta,60241,Ditolak
6323939,52.42,1 - Lancar,2,Laki-laki,Sunda,PNS,60241,Disetujui
8776338,40.22,3 - Kurang Lancar,3,Laki-laki,Jawa,Karyawan Swasta,10110,Ditolak
7605716,36.72,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
2827560,22.03,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
6797818,10.0,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
7349575,60.0,1 - Lancar,0,Laki-laki,Jawa,Pengemudi Online,60241,Disetujui
15995793,37.84,1 - Lancar,2,Laki-laki,Batak,PNS,60241,Disetujui
6007452,45.09,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
10098039,30.83,2 - DPK,2,Perempuan,Sunda,Tidak Bekerja,60241,Disetujui
5720176,47.44,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,50132,Ditolak
10863428,33.54,5 - Macet,3,Laki-laki,Sunda,Pengemudi Online,60241,Ditolak
13788142,25.71,1 - Lancar,3,Perempuan,Jawa,Wiraswasta,50132,Disetujui
10719241,10.0,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
13600873,20.68,1 - Lancar,0,Laki-laki,Batak,Wiraswasta,10110,Disetujui
5080040,25.02,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
7216503,28.55,1 - Lancar,2,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
7263892,30.16,1 - Lancar,1,Perempuan,Tionghoa,Wiraswasta,14450,Ditolak
8483765,37.23,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
14670890,10.0,1 - Lancar,1,Perempuan,Lainnya,Karyawan Swasta,50132,Disetujui
11103021,20.21,1 - Lancar,4,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
4893083,22.61,5 - Macet,1,Perempuan,Jawa,PNS,10110,Ditolak
10085764,11.5,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,10110,Disetujui
12454399,24.04,1 - Lancar,3,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
18650212,27.17,2 - DPK,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
4472642,32.98,1 - Lancar,0,Perempuan,Sunda,PNS,60241,Disetujui
8865851,10.0,3 - Kurang Lancar,1,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
4381448,21.75,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
7041088,44.29,3 - Kurang Lancar,3,Laki-laki,Sunda,Wiraswasta,10110,Ditolak
10016134,19.08,1 - Lancar,3,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
22021867,10.0,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
39221853,39.38,1 - Lancar,0,Perempuan,Sunda,PNS,50132,Disetujui
20755383,38.44,1 - Lancar,3,Laki-laki,Tionghoa,Wiraswasta,14450,Ditolak
5241953,11.08,2 - DPK,2,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
7444612,25.54,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
20299478,41.59,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
9091970,22.11,2 - DPK,3,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
2951166,15.78,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
19101147,42.24,1 - Lancar,1,Laki-laki,Jawa,PNS,50132,Disetujui
23581624,22.39,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
6581865,32.2,1 - Lancar,0,Perempuan,Sunda,Wiraswasta,50132,Disetujui
5002615,23.87,1 - Lancar,2,Perempuan,Tionghoa,Wiraswasta,14450,Ditolak
16077706,10.0,3 - Kurang Lancar,1,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
15602368,21.31,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
7558177,20.64,1 - Lancar,4,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
3059792,24.73,3 - Kurang Lancar,0,Laki-laki,Jawa,PNS,50132,Disetujui
8821459,21.7,1 - Lancar,4,Perempuan,Batak,Karyawan Swasta,60241,Disetujui
14760755,18.52,1 - Lancar,3,Laki-laki,Sunda,PNS,50132,Disetujui
11393182,40.65,5 - Macet,0,Laki-laki,Sunda,Tidak Bekerja,12190,Ditolak
9162347,17.26,1 - Lancar,5,Perempuan,Jawa,Wiraswasta,12190,Disetujui
11815857,56.59,1 - Lancar,3,Perempuan,Jawa,Pengemudi Online,12190,Ditolak
8266600,40.57,1 - Lancar,5,Perempuan,Sunda,PNS,60241,Disetujui
5644778,18.36,3 - Kurang Lancar,2,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
4078023,17.75,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
17346775,23.33,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
7077619,39.49,1 - Lancar,0,Laki-laki,Batak,PNS,50132,Disetujui
9862829,21.2,4 - Diragukan,2,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
5744787,56.37,2 - DPK,1,Laki-laki,Jawa,Wiraswasta,60241,Ditolak
9919727,30.94,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,50132,Disetujui
8477555,16.92,2 - DPK,1,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
3937087,10.0,1 - Lancar,3,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
12090052,27.62,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
4332608,34.22,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
5443639,47.8,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
11269701,31.23,2 - DPK,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
5147128,44.16,1 - Lancar,3,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
4885477,28.19,1 - Lancar,1,Perempuan,Tionghoa,PNS,12190,Ditolak
9256475,38.34,1 - Lancar,1,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
5972043,16.23,1 - Lancar,3,Laki-laki,Jawa,PNS,12190,Disetujui
7783041,12.38,1 - Lancar,0,Perempuan,Batak,Karyawan Swasta,60241,Disetujui
6232630,32.45,4 - Diragukan,5,Perempuan,Jawa,Wiraswasta,10110,Ditolak
5432732,20.47,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
5875781,47.87,3 - Kurang Lancar,2,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
8799842,10.0,4 - Diragukan,0,Perempuan,Tionghoa,Wiraswasta,12190,Ditolak
3908402,10.0,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
6418039,10.0,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
5141575,31.02,1 - Lancar,1,Laki-laki,Lainnya,PNS,60241,Disetujui
18274867,30.43,2 - DPK,0,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
10631261,15.58,4 - Diragukan,2,Perempuan,Jawa,Wiraswasta,12190,Ditolak
7529203,32.54,3 - Kurang Lancar,2,Perempuan,Sunda,PNS,50132,Ditolak
11725534,33.71,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
5009805,28.61,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
6554695,29.98,1 - Lancar,4,Perempuan,Batak,Wiraswasta,12190,Disetujui
4623679,10.0,1 - Lancar,2,Laki-laki,Jawa,Pengemudi Online,10110,Disetujui
13547596,13.95,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
11397740,18.61,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
10900623,18.23,1 - Lancar,3,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
9053250,11.11,1 - Lancar,1,Laki-laki,Tionghoa,PNS,14450,Disetujui
13402901,28.28,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
5824903,58.95,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,60241,Ditolak
3725357,34.43,1 - Lancar,3,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
4876287,15.29,3 - Kurang Lancar,0,Perempuan,Jawa,Wiraswasta,60241,Ditolak
9777916,14.85,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
3560465,52.61,2 - DPK,3,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
4892110,60.0,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,10110,Ditolak
7246666,60.0,1 - Lancar,2,Laki-laki,Batak,Wiraswasta,50132,Disetujui
7727326,34.68,1 - Lancar,3,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
6652358,60.0,2 - DPK,0,Laki-laki,Batak,Karyawan Swasta,50132,Ditolak
20734567,29.0,4 - Diragukan,0,Perempuan,Sunda,Karyawan Swasta,12190,Ditolak
6272818,17.34,5 - Macet,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
8058327,26.22,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
5780736,55.5,2 - DPK,1,Laki-laki,Jawa,Karyawan Swasta,50132,Ditolak
16803264,36.81,4 - Diragukan,1,Laki-laki,Jawa,Wiraswasta,60241,Ditolak
17725073,26.3,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
3957319,52.44,1 - Lancar,1,Laki-laki,Lainnya,Karyawan Swasta,12190,Disetujui
5125364,16.19,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
6833031,49.3,1 - Lancar,5,Laki-laki,Lainnya,Karyawan Swasta,50132,Disetujui
5528292,24.14,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
18187020,41.63,1 - Lancar,4,Perempuan,Batak,Wiraswasta,50132,Disetujui
5811010,19.14,1 - Lancar,2,Laki-laki,Lainnya,Wiraswasta,50132,Disetujui
15216558,10.0,2 - DPK,2,Perempuan,Jawa,Wiraswasta,12190,Disetujui
19043512,60.0,4 - Diragukan,0,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
39612525,40.32,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,10110,Disetujui
7874829,13.55,5 - Macet,2,Perempuan,Sunda,Tidak Bekerja,10110,Ditolak
22495832,42.57,4 - Diragukan,0,Laki-laki,Jawa,PNS,50132,Disetujui
8010989,60.0,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
2855446,51.69,1 - Lancar,4,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
7661412,25.06,3 - Kurang Lancar,2,Perempuan,Jawa,PNS,12190,Ditolak
3893882,30.51,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
20459848,35.88,2 - DPK,3,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
4272734,12.51,3 - Kurang Lancar,1,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
9303469,59.0,1 - Lancar,0,Perempuan,Jawa,Wiraswasta,60241,Ditolak
13505836,25.22,1 - Lancar,2,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
9175445,51.21,1 - Lancar,3,Perempuan,Lainnya,PNS,12190,Ditolak
13217184,60.0,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
10302227,13.74,2 - DPK,1,Perempuan,Jawa,Wiraswasta,10110,Disetujui
19861030,28.85,2 - DPK,2,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
8434129,60.0,1 - Lancar,5,Perempuan,Jawa,PNS,10110,Ditolak
4780278,41.06,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
4543305,10.0,1 - Lancar,1,Laki-laki,Jawa,Tidak Bekerja,10110,Disetujui
